bond_type,currency,time_to_maturity_days,coupon_type,label
Agency,USD,799,floating,A
Agency,USD,300,floating,A
Agency,USD,352,fixed,B
Agency,CAD,352,floating,C
Agency,USD,356,floating,A
Agency,CAD,1081,fixed,C
Agency,USD,1024,floating,A
Agency,CAD,730,fixed,C
Agency,USD,342,fixed,B
Agency,USD,323,fixed,B
Agency,USD,1412,fixed,D
Agency,USD,361,fixed,B
Agency,CAD,424,floating,C
Agency,USD,1735,fixed,D
Agency,USD,308,fixed,B
Agency,USD,412,fixed,D
Agency,CAD,241,fixed,C
Agency,USD,1432,fixed,D
Agency,USD,1876,fixed,D
Agency,CAD,1113,floating,C
Agency,CAD,387,fixed,C
Agency,USD,1041,fixed,D
Agency,USD,346,fixed,B
Agency,CAD,741,fixed,C
Agency,USD,784,floating,A
Agency,USD,687,fixed,D
Agency,USD,1717,fixed,D
Agency,USD,1049,fixed,D
Agency,USD,1752,floating,A
Agency,USD,1666,fixed,D
Agency,USD,608,fixed,D
Agency,USD,1823,floating,A
Agency,USD,1814,fixed,D
Agency,USD,979,fixed,D
Agency,USD,1087,fixed,D
Agency,USD,356,fixed,B
Agency,USD,341,floating,A
Agency,USD,662,fixed,D
Agency,USD,1580,floating,A
Agency,CAD,904,fixed,C
Agency,USD,731,fixed,D
Agency,CAD,333,fixed,C
Agency,USD,1207,fixed,D
Agency,USD,1404,fixed,D
Agency,CAD,340,fixed,C
Agency,CAD,360,fixed,C
Agency,USD,393,fixed,D
Agency,USD,1094,fixed,D
Agency,USD,46,floating,A
Agency,USD,1813,fixed,D
Agency,USD,1624,fixed,D
Agency,CAD,400,fixed,C
Agency,USD,1994,floating,A
Agency,USD,305,fixed,B
Agency,USD,27,fixed,B
Agency,USD,22,fixed,B
Agency,USD,237,fixed,B
Agency,USD,305,floating,A
Agency,USD,1235,fixed,D
Agency,USD,367,floating,A
Agency,USD,358,fixed,B
Agency,USD,364,fixed,B
Agency,CAD,416,fixed,C
Agency,USD,389,fixed,D
Agency,USD,302,fixed,B
Agency,USD,1161,fixed,D
Agency,USD,354,fixed,B
Agency,USD,58,fixed,B
Agency,USD,331,fixed,B
Agency,USD,817,floating,A
Agency,CAD,344,fixed,C
Agency,USD,9,fixed,B
Agency,USD,10,fixed,B
Agency,USD,382,fixed,D
Agency,CAD,461,fixed,C
Agency,CAD,315,floating,C
Agency,USD,1218,fixed,D
Agency,USD,1950,floating,A
Agency,USD,1865,fixed,D
Agency,USD,204,floating,A
Agency,USD,1495,fixed,D
Agency,USD,342,floating,A
Agency,USD,366,fixed,D
Agency,USD,404,fixed,D
Agency,CAD,603,fixed,C
Agency,USD,313,fixed,B
Agency,USD,326,fixed,B
Agency,USD,1137,fixed,D
Agency,USD,1618,fixed,D
Agency,USD,347,fixed,B
Agency,USD,101,fixed,B
Agency,USD,446,floating,A
Agency,USD,228,fixed,B
Agency,USD,1000,fixed,D
Agency,USD,408,fixed,D
Agency,USD,1913,fixed,D
Agency,USD,424,fixed,D
Agency,USD,495,fixed,D
Agency,USD,767,fixed,D
Agency,USD,396,fixed,D
Agency,USD,349,fixed,B
Agency,USD,316,fixed,B
Agency,USD,892,floating,A
Agency,USD,679,fixed,D
Agency,USD,534,fixed,D
Agency,USD,320,fixed,B
Agency,CAD,310,floating,C
Agency,USD,373,fixed,D
Agency,USD,1852,fixed,D
Agency,USD,373,floating,A
Agency,USD,329,fixed,B
Agency,USD,316,fixed,B
Agency,USD,400,fixed,D
Agency,USD,442,fixed,D
Agency,USD,1547,fixed,D
Agency,USD,384,fixed,D
Agency,USD,427,fixed,D
Agency,USD,414,fixed,D
Agency,USD,974,fixed,D
Agency,CAD,86,fixed,C
Agency,USD,380,fixed,D
Agency,USD,385,fixed,D
Agency,USD,9,fixed,B
Agency,USD,332,fixed,B
Agency,USD,1705,fixed,D
Agency,USD,308,fixed,B
Agency,USD,1445,fixed,D
Agency,USD,576,fixed,D
Agency,USD,1337,floating,A
Agency,USD,388,floating,A
Agency,USD,351,floating,A
Agency,USD,360,fixed,B
Agency,USD,423,fixed,D
Agency,USD,1865,fixed,D
Agency,USD,772,fixed,D
Agency,USD,415,fixed,D
Agency,USD,788,fixed,D
Agency,USD,1207,fixed,D
Agency,CAD,1742,fixed,C
Agency,USD,106,fixed,B
Agency,USD,404,fixed,D
Agency,USD,620,fixed,D
Agency,CAD,330,floating,C
Agency,USD,325,fixed,B
Agency,USD,956,fixed,D
Agency,CAD,888,fixed,C
Agency,USD,895,fixed,D
Agency,CAD,424,fixed,C
Agency,USD,1636,fixed,D
Agency,USD,392,floating,A
Agency,USD,334,fixed,B
Agency,USD,374,fixed,D
Agency,CAD,363,fixed,C
Agency,USD,381,floating,A
Agency,CAD,1729,fixed,C
Agency,USD,412,floating,A
Agency,USD,419,fixed,D
Agency,CAD,503,fixed,C
Agency,USD,1684,floating,A
Agency,CAD,844,fixed,C
Agency,USD,372,fixed,D
Agency,USD,315,floating,A
Agency,USD,367,fixed,D
Agency,USD,1588,fixed,D
Agency,USD,407,floating,A
Agency,USD,402,floating,A
Agency,USD,915,floating,A
Agency,USD,379,floating,A
Agency,CAD,424,fixed,C
Agency,USD,369,floating,A
Agency,USD,1893,fixed,D
Agency,CAD,1287,fixed,C
Agency,USD,663,fixed,D
Agency,USD,1001,floating,A
Agency,USD,1064,fixed,D
Agency,USD,1313,floating,A
Agency,USD,1591,fixed,D
Agency,USD,282,fixed,B
Agency,USD,1933,fixed,D
Agency,USD,387,fixed,D
Agency,USD,1855,fixed,D
Agency,USD,1796,fixed,D
Agency,USD,108,fixed,B
Agency,USD,301,fixed,B
Agency,CAD,1280,fixed,C
Agency,USD,1941,fixed,D
Agency,USD,352,fixed,B
Agency,USD,331,fixed,B
Agency,USD,1514,fixed,D
Agency,USD,325,fixed,B
Agency,USD,34,fixed,B
Agency,CAD,320,fixed,C
Agency,USD,362,fixed,B
Agency,USD,67,fixed,B
Agency,USD,1995,fixed,D
Agency,USD,399,fixed,D
Agency,USD,418,fixed,D
Agency,USD,422,floating,A
Agency,USD,409,fixed,D
Agency,CAD,342,fixed,C
Agency,CAD,430,floating,C
Agency,USD,1300,fixed,D
Agency,USD,420,fixed,D
Agency,USD,154,floating,A
Agency,CAD,1356,fixed,C
Agency,USD,473,floating,A
Agency,USD,378,fixed,D
Agency,USD,414,fixed,D
Agency,USD,363,fixed,B
Agency,USD,911,fixed,D
Agency,CAD,478,floating,C
Agency,USD,158,fixed,B
Agency,CAD,734,fixed,C
Agency,USD,255,fixed,B
Agency,USD,1943,fixed,D
Agency,USD,929,fixed,D
Agency,USD,390,floating,A
Agency,USD,334,fixed,B
Agency,USD,1583,floating,A
Agency,USD,1405,fixed,D
Agency,USD,1080,fixed,D
Agency,USD,1047,fixed,D
Agency,USD,420,fixed,D
Agency,USD,357,fixed,B
Agency,CAD,1815,fixed,C
Agency,USD,1809,floating,A
Agency,USD,331,floating,A
Agency,USD,424,floating,A
Agency,USD,402,floating,A
Agency,USD,322,floating,A
Agency,CAD,334,fixed,C
Agency,USD,84,fixed,B
Agency,USD,639,floating,A
Agency,USD,1438,floating,A
Agency,USD,196,floating,A
Agency,USD,399,floating,A
Agency,USD,378,fixed,D
Agency,USD,312,floating,A
Agency,USD,364,floating,A
Agency,USD,339,fixed,B
Agency,USD,459,floating,A
Agency,USD,380,fixed,D
Agency,CAD,1043,floating,C
Agency,USD,1245,fixed,D
Agency,USD,257,floating,A
Agency,USD,393,fixed,D
Agency,USD,1860,fixed,D
Agency,USD,418,fixed,D
Agency,USD,419,fixed,D
Agency,CAD,791,fixed,C
Agency,USD,1366,floating,A
Agency,CAD,837,fixed,C
Agency,USD,1719,floating,A
Agency,USD,1380,fixed,D
Agency,USD,1915,fixed,D
Agency,USD,1363,floating,A
Agency,USD,1738,fixed,D
Agency,USD,400,fixed,D
Agency,USD,807,floating,A
Agency,USD,306,floating,A
Agency,USD,368,fixed,D
Agency,USD,1282,floating,A
Agency,CAD,318,fixed,C
Agency,USD,1756,fixed,D
Agency,USD,361,fixed,B
Agency,USD,350,fixed,B
Agency,USD,233,fixed,B
Agency,CAD,370,floating,C
Agency,USD,340,fixed,B
Agency,USD,1549,fixed,D
Agency,USD,448,fixed,D
Agency,USD,406,fixed,D
Agency,USD,984,fixed,D
Agency,USD,823,floating,A
Agency,USD,396,fixed,D
Agency,USD,145,fixed,B
Agency,USD,809,fixed,D
Agency,USD,1335,fixed,D
Agency,CAD,93,fixed,C
Agency,USD,422,floating,A
Agency,USD,1026,fixed,D
Agency,USD,115,fixed,B
Agency,USD,420,fixed,D
Agency,USD,682,fixed,D
Agency,USD,1367,fixed,D
Agency,CAD,373,fixed,C
Agency,USD,18,floating,A
Agency,USD,1156,fixed,D
Agency,USD,414,fixed,D
Agency,USD,356,fixed,B
Agency,USD,331,floating,A
Agency,USD,352,fixed,B
Agency,CAD,348,fixed,C
Agency,USD,553,floating,A
Agency,USD,1067,fixed,D
Agency,USD,1366,floating,A
Agency,CAD,385,fixed,C
Agency,USD,500,fixed,D
Agency,USD,327,floating,A
Agency,CAD,552,fixed,C
Agency,USD,351,fixed,B
Agency,CAD,328,fixed,C
Agency,USD,388,floating,A
Agency,USD,385,floating,A
Agency,USD,149,fixed,B
Agency,USD,975,floating,A
Agency,USD,1343,fixed,D
Agency,USD,428,fixed,D
Agency,USD,1778,fixed,D
Agency,USD,1587,fixed,D
Agency,USD,864,floating,A
Agency,USD,429,fixed,D
Agency,USD,405,fixed,D
Agency,USD,832,fixed,D
Agency,CAD,342,floating,C
Agency,USD,302,floating,A
Agency,USD,826,fixed,D
Agency,USD,409,fixed,D
Agency,USD,1925,fixed,D
Agency,USD,1006,fixed,D
Agency,USD,337,floating,A
Agency,USD,371,fixed,D
Agency,CAD,409,fixed,C
Agency,USD,357,fixed,B
Agency,USD,1845,fixed,D
Agency,CAD,1496,floating,C
Agency,CAD,352,fixed,C
Agency,USD,334,fixed,B
Agency,USD,1183,fixed,D
Agency,USD,1464,floating,A
Agency,USD,406,floating,A
Agency,USD,406,fixed,D
Agency,USD,417,fixed,D
Agency,USD,315,fixed,B
Agency,USD,383,fixed,D
Agency,USD,354,fixed,B
Agency,USD,1400,floating,A
Agency,USD,126,floating,A
Agency,USD,389,fixed,D
Agency,USD,124,fixed,B
Agency,CAD,1155,fixed,C
Agency,CAD,340,fixed,C
Agency,CAD,380,fixed,C
Agency,CAD,1277,fixed,C
Agency,CAD,248,floating,C
Agency,USD,333,fixed,B
Agency,USD,356,floating,A
Agency,USD,420,fixed,D
Agency,USD,354,fixed,B
Agency,USD,117,fixed,B
Agency,USD,155,floating,A
Agency,CAD,401,fixed,C
Agency,USD,1269,fixed,D
Agency,CAD,910,fixed,C
Agency,USD,317,fixed,B
Agency,USD,1632,fixed,D
Agency,USD,455,fixed,D
Agency,USD,303,fixed,B
Agency,USD,317,floating,A
Agency,USD,1751,fixed,D
Agency,CAD,423,fixed,C
Agency,USD,1225,fixed,D
Agency,USD,88,fixed,B
Agency,USD,362,floating,A
Agency,USD,1771,fixed,D
Agency,USD,1036,fixed,D
Agency,USD,364,floating,A
Agency,USD,318,fixed,B
Agency,USD,1091,fixed,D
Agency,USD,194,fixed,B
Agency,USD,379,fixed,D
Agency,USD,355,fixed,B
Agency,USD,1916,fixed,D
Agency,USD,414,fixed,D
Agency,USD,367,fixed,D
Agency,USD,1060,floating,A
Agency,USD,1715,fixed,D
Agency,USD,359,fixed,B
Agency,USD,383,fixed,D
Agency,USD,373,fixed,D
Agency,CAD,308,fixed,C
Agency,USD,417,fixed,D
Agency,CAD,312,floating,C
Agency,USD,410,floating,A
Agency,USD,386,floating,A
Agency,USD,304,fixed,B
Agency,USD,834,fixed,D
Agency,CAD,20,fixed,C
Agency,USD,736,fixed,D
Agency,USD,328,floating,A
Agency,USD,327,fixed,B
Agency,USD,358,fixed,B
Agency,USD,357,fixed,B
Agency,CAD,420,fixed,C
Agency,USD,1022,fixed,D
Agency,CAD,350,fixed,C
Agency,USD,888,fixed,D
Agency,USD,318,fixed,B
Agency,USD,1467,fixed,D
Agency,CAD,369,floating,C
Agency,USD,1288,fixed,D
Agency,USD,396,fixed,D
Agency,USD,332,fixed,B
Agency,USD,1471,fixed,D
Agency,USD,404,floating,A
Agency,USD,1378,fixed,D
Agency,USD,1126,floating,A
Agency,USD,415,floating,A
Agency,USD,302,fixed,B
Agency,CAD,79,fixed,C
Agency,USD,412,fixed,D
Agency,CAD,1900,fixed,C
Agency,CAD,100,fixed,C
Agency,USD,1968,fixed,D
Agency,USD,309,fixed,B
Agency,USD,390,fixed,D
Agency,USD,1828,fixed,D
Agency,USD,1804,fixed,D
Agency,USD,857,floating,A
Agency,USD,695,fixed,D
Agency,USD,353,fixed,B
Agency,CAD,421,floating,C
Agency,USD,1652,fixed,D
Agency,USD,366,fixed,D
Agency,CAD,1036,fixed,C
Agency,USD,398,fixed,D
Agency,USD,888,floating,A
Agency,CAD,351,fixed,C
Agency,USD,1116,fixed,D
Agency,USD,686,fixed,D
Agency,USD,353,fixed,B
Agency,CAD,1850,fixed,C
Agency,USD,408,floating,A
Agency,USD,374,fixed,D
Agency,USD,209,fixed,B
Agency,USD,322,fixed,B
Agency,USD,1014,floating,A
Agency,USD,354,fixed,B
Agency,CAD,416,fixed,C
Agency,USD,358,fixed,B
Agency,USD,63,floating,A
Agency,USD,941,fixed,D
Agency,USD,330,floating,A
Agency,USD,212,fixed,B
Agency,USD,360,floating,A
Agency,USD,331,floating,A
Agency,USD,179,fixed,B
Agency,USD,396,fixed,D
Agency,USD,103,fixed,B
Agency,USD,416,fixed,D
Agency,CAD,105,fixed,C
Agency,USD,111,fixed,B
Agency,CAD,225,floating,C
Agency,CAD,81,fixed,C
Agency,USD,903,fixed,D
Agency,CAD,351,fixed,C
Agency,USD,379,fixed,D
Agency,USD,373,fixed,D
Agency,USD,404,fixed,D
Agency,USD,408,fixed,D
Agency,USD,987,floating,A
Agency,USD,376,fixed,D
Agency,USD,502,floating,A
Agency,USD,1401,fixed,D
Agency,USD,338,fixed,B
Agency,USD,1932,fixed,D
Agency,USD,343,fixed,B
Agency,USD,367,floating,A
Agency,USD,336,fixed,B
Agency,USD,342,fixed,B
Agency,USD,420,floating,A
Agency,USD,550,fixed,D
Agency,USD,1330,floating,A
Agency,USD,423,fixed,D
Agency,USD,367,floating,A
Agency,USD,179,fixed,B
Agency,USD,1940,fixed,D
Agency,USD,890,fixed,D
Agency,USD,326,fixed,B
Agency,USD,388,floating,A
Agency,USD,1925,fixed,D
Agency,USD,374,fixed,D
Agency,USD,507,fixed,D
Agency,USD,713,floating,A
Agency,USD,1789,fixed,D
Agency,USD,681,floating,A
Agency,USD,331,fixed,B
Agency,CAD,961,floating,C
Agency,USD,307,fixed,B
Agency,USD,370,fixed,D
Agency,USD,37,fixed,B
Agency,CAD,667,fixed,C
Agency,USD,177,floating,A
Agency,CAD,347,floating,C
Agency,USD,1331,fixed,D
Agency,USD,398,floating,A
Agency,USD,313,fixed,B
Agency,USD,100,fixed,B
Agency,USD,1020,fixed,D
Agency,CAD,349,fixed,C
Agency,USD,133,fixed,B
Agency,CAD,810,fixed,C
Agency,USD,271,fixed,B
Agency,USD,1773,fixed,D
Agency,USD,1535,floating,A
Agency,USD,721,fixed,D
Agency,USD,1512,fixed,D
Agency,USD,665,floating,A
Agency,USD,375,fixed,D
Agency,USD,47,floating,A
Agency,USD,1471,fixed,D
Agency,USD,1608,fixed,D
Agency,USD,534,fixed,D
Agency,USD,1741,floating,A
Agency,USD,1863,floating,A
Agency,USD,309,fixed,B
Agency,USD,326,floating,A
Agency,USD,374,floating,A
Agency,USD,424,fixed,D
Agency,CAD,1695,fixed,C
Agency,USD,879,fixed,D
Agency,CAD,1004,fixed,C
Agency,USD,369,fixed,D
Agency,USD,406,floating,A
Agency,USD,1748,fixed,D
Agency,USD,383,fixed,D
Agency,USD,364,fixed,B
Agency,USD,364,fixed,B
Agency,USD,1793,fixed,D
Agency,USD,301,floating,A
Agency,USD,1722,fixed,D
Agency,USD,393,fixed,D
Agency,USD,1406,fixed,D
Agency,USD,1643,fixed,D
Agency,USD,411,fixed,D
Agency,USD,500,fixed,D
Agency,USD,1438,fixed,D
Agency,USD,703,fixed,D
Agency,USD,1537,floating,A
Agency,USD,380,fixed,D
Agency,USD,1217,fixed,D
Agency,USD,426,fixed,D
Agency,USD,350,floating,A
Agency,USD,333,fixed,B
Agency,USD,1805,fixed,D
Agency,USD,251,fixed,B
Agency,CAD,990,fixed,C
Agency,USD,363,fixed,B
Agency,USD,397,fixed,D
Agency,USD,1485,fixed,D
Agency,USD,292,fixed,B
Agency,CAD,1284,fixed,C
Agency,USD,306,fixed,B
Agency,USD,318,fixed,B
Agency,CAD,413,fixed,C
Agency,USD,343,floating,A
Agency,USD,743,fixed,D
Agency,USD,363,fixed,B
Agency,USD,1334,fixed,D
Agency,USD,405,fixed,D
Agency,USD,121,floating,A
Agency,CAD,1757,floating,C
Agency,CAD,1842,fixed,C
Agency,USD,1918,fixed,D
Agency,USD,337,fixed,B
Agency,USD,368,fixed,D
Agency,USD,346,fixed,B
Agency,USD,429,floating,A
Agency,USD,412,floating,A
Agency,USD,390,fixed,D
Agency,USD,669,fixed,D
Agency,USD,210,fixed,B
Agency,USD,1538,fixed,D
Agency,USD,344,fixed,B
Agency,USD,380,floating,A
Agency,USD,424,floating,A
Agency,CAD,329,fixed,C
Agency,USD,410,fixed,D
Agency,CAD,371,fixed,C
Agency,USD,1017,floating,A
Agency,USD,471,fixed,D
Agency,CAD,1258,fixed,C
Agency,USD,369,fixed,D
Agency,USD,1756,fixed,D
Agency,USD,400,fixed,D
Agency,USD,417,fixed,D
Agency,USD,370,fixed,D
Agency,USD,360,floating,A
Agency,CAD,330,fixed,C
Agency,USD,356,fixed,B
Agency,USD,1996,fixed,D
Agency,USD,428,fixed,D
Agency,CAD,362,fixed,C
Agency,USD,206,fixed,B
Agency,USD,416,fixed,D
Agency,USD,416,floating,A
Agency,USD,818,fixed,D
Agency,USD,307,fixed,B
Agency,USD,305,fixed,B
Agency,USD,445,fixed,D
Agency,USD,964,fixed,D
Agency,USD,1295,floating,A
Agency,USD,377,floating,A
Agency,USD,268,floating,A
Agency,USD,1180,fixed,D
Agency,USD,358,fixed,B
Agency,USD,121,floating,A
Agency,USD,580,fixed,D
Agency,USD,402,fixed,D
Agency,USD,372,floating,A
Agency,USD,1358,fixed,D
Agency,USD,336,fixed,B
Agency,USD,78,floating,A
Agency,USD,391,fixed,D
Agency,USD,998,fixed,D
Agency,USD,1057,fixed,D
Agency,USD,754,floating,A
Agency,USD,408,fixed,D
Agency,USD,94,floating,A
Agency,USD,303,fixed,B
Agency,USD,428,fixed,D
Agency,CAD,899,fixed,C
Agency,USD,413,fixed,D
Agency,CAD,1334,fixed,C
Agency,USD,1255,fixed,D
Agency,USD,1210,fixed,D
Agency,USD,354,fixed,B
Agency,USD,374,fixed,D
Agency,CAD,1172,floating,C
Agency,USD,1962,fixed,D
Agency,CAD,314,fixed,C
Agency,USD,9,fixed,B
Agency,CAD,658,fixed,C
Agency,CAD,1674,fixed,C
Agency,USD,1987,fixed,D
Agency,USD,363,fixed,B
Agency,USD,410,fixed,D
Agency,USD,402,floating,A
Agency,CAD,1596,fixed,C
Agency,USD,1187,fixed,D
Agency,USD,725,fixed,D
Agency,USD,339,fixed,B
Agency,USD,1184,fixed,D
Agency,CAD,972,fixed,C
Agency,USD,409,fixed,D
Agency,USD,1159,fixed,D
Agency,CAD,108,fixed,C
Agency,USD,332,fixed,B
Agency,USD,8,floating,A
Agency,USD,341,floating,A
Agency,USD,603,floating,A
Agency,USD,367,fixed,D
Agency,CAD,386,fixed,C
Agency,USD,319,fixed,B
Agency,CAD,674,floating,C
Agency,CAD,1136,floating,C
Agency,USD,374,floating,A
Agency,USD,1455,fixed,D
Agency,USD,626,fixed,D
Agency,USD,760,floating,A
Agency,USD,265,fixed,B
Agency,USD,1458,fixed,D
Agency,USD,345,fixed,B
Agency,USD,323,fixed,B
Agency,USD,544,fixed,D
Agency,USD,321,fixed,B
Agency,USD,328,floating,A
Agency,USD,337,floating,A
Agency,USD,1644,floating,A
Agency,USD,405,fixed,D
Agency,CAD,362,fixed,C
Agency,CAD,421,fixed,C
Agency,USD,1061,floating,A
Agency,USD,313,fixed,B
Agency,USD,580,floating,A
Agency,USD,408,fixed,D
Agency,USD,1298,fixed,D
Agency,USD,422,floating,A
Agency,CAD,311,fixed,C
Agency,CAD,310,floating,C
Agency,CAD,391,fixed,C
Agency,USD,381,fixed,D
Agency,USD,419,fixed,D
Agency,CAD,413,floating,C
Agency,USD,328,fixed,B
Agency,USD,367,floating,A
Agency,USD,1614,floating,A
Agency,USD,1549,fixed,D
Agency,USD,328,floating,A
Agency,USD,321,floating,A
Agency,USD,247,fixed,B
Agency,USD,1455,floating,A
Agency,USD,399,fixed,D
Agency,USD,320,fixed,B
Agency,USD,322,fixed,B
Agency,CAD,1186,floating,C
Agency,USD,410,fixed,D
Agency,USD,373,fixed,D
Agency,USD,998,fixed,D
Agency,USD,363,fixed,B
Agency,CAD,1479,floating,C
Agency,USD,721,floating,A
Agency,USD,98,fixed,B
Agency,USD,357,fixed,B
Agency,USD,1553,floating,A
Agency,CAD,311,fixed,C
Agency,USD,350,fixed,B
Agency,CAD,340,floating,C
Agency,CAD,474,floating,C
Agency,USD,404,fixed,D
Agency,USD,92,fixed,B
Agency,USD,388,floating,A
Agency,USD,1715,fixed,D
Agency,USD,1479,fixed,D
Agency,USD,434,floating,A
Agency,USD,269,fixed,B
Agency,USD,1979,fixed,D
Agency,USD,1662,fixed,D
Agency,USD,320,fixed,B
Agency,USD,687,fixed,D
Agency,CAD,405,fixed,C
Agency,USD,421,fixed,D
Agency,USD,1997,floating,A
Agency,USD,351,fixed,B
Agency,USD,266,fixed,B
Agency,USD,381,fixed,D
Agency,USD,306,fixed,B
Agency,CAD,63,floating,C
Agency,CAD,408,fixed,C
Agency,CAD,1309,fixed,C
Agency,USD,352,floating,A
Agency,USD,357,fixed,B
Agency,USD,1262,fixed,D
Agency,CAD,1738,floating,C
Agency,USD,427,fixed,D
Agency,USD,388,floating,A
Agency,USD,399,floating,A
Agency,USD,1944,floating,A
Agency,USD,376,fixed,D
Agency,USD,396,floating,A
Agency,USD,342,fixed,B
Agency,USD,498,fixed,D
Agency,USD,626,floating,A
Agency,CAD,417,fixed,C
Agency,USD,378,floating,A
Agency,USD,436,fixed,D
Agency,USD,341,fixed,B
Agency,USD,801,fixed,D
Agency,USD,126,floating,A
Agency,USD,1279,fixed,D
Agency,CAD,342,fixed,C
Agency,USD,1286,fixed,D
Agency,USD,427,floating,A
Agency,USD,406,fixed,D
Agency,USD,635,fixed,D
Agency,USD,1291,fixed,D
Agency,USD,1475,fixed,D
Agency,USD,1787,fixed,D
Agency,USD,978,fixed,D
Agency,USD,1474,floating,A
Agency,USD,414,floating,A
Agency,CAD,391,fixed,C
Agency,USD,318,fixed,B
Agency,CAD,553,fixed,C
Agency,CAD,1823,floating,C
Agency,CAD,484,fixed,C
Agency,USD,1545,fixed,D
Agency,USD,381,floating,A
Agency,USD,1525,fixed,D
Agency,USD,829,fixed,D
Agency,USD,362,fixed,B
Agency,USD,429,fixed,D
Agency,CAD,230,fixed,C
Agency,USD,428,floating,A
Agency,USD,1615,fixed,D
Agency,USD,154,fixed,B
Agency,USD,425,floating,A
Agency,USD,1184,floating,A
Agency,USD,1741,fixed,D
Agency,CAD,1121,fixed,C
Agency,USD,934,fixed,D
Agency,USD,1969,fixed,D
Agency,USD,918,fixed,D
Agency,USD,1674,fixed,D
Agency,USD,358,floating,A
Agency,USD,413,fixed,D
Agency,USD,1381,fixed,D
Agency,USD,304,fixed,B
Agency,USD,335,floating,A
Agency,USD,1876,fixed,D
Agency,USD,1218,fixed,D
Agency,CAD,309,fixed,C
Agency,USD,1746,fixed,D
Agency,CAD,343,fixed,C
Agency,USD,394,floating,A
Agency,USD,1695,fixed,D
Agency,USD,1186,fixed,D
Agency,USD,381,fixed,D
Agency,CAD,1920,fixed,C
Agency,USD,401,fixed,D
Agency,CAD,353,fixed,C
Agency,CAD,428,fixed,C
Agency,USD,1518,fixed,D
Agency,USD,968,floating,A
Agency,USD,239,fixed,B
Agency,USD,1364,floating,A
Agency,USD,34,fixed,B
Agency,USD,1369,fixed,D
Agency,CAD,322,fixed,C
Agency,USD,337,fixed,B
Agency,USD,379,floating,A
Agency,USD,1304,fixed,D
Agency,USD,1328,fixed,D
Agency,CAD,336,floating,C
Agency,USD,1309,fixed,D
Agency,CAD,351,fixed,C
Agency,USD,345,fixed,B
Agency,CAD,1434,floating,C
Agency,USD,330,fixed,B
Agency,CAD,257,fixed,C
Agency,USD,889,floating,A
Agency,USD,1430,fixed,D
Agency,USD,300,floating,A
Agency,USD,426,floating,A
Agency,USD,1966,fixed,D
Agency,USD,352,floating,A
Agency,USD,309,fixed,B
Agency,CAD,723,fixed,C
Agency,USD,421,fixed,D
Agency,USD,1339,fixed,D
Agency,USD,645,fixed,D
Agency,USD,417,fixed,D
Agency,USD,396,fixed,D
Agency,USD,746,fixed,D
Agency,USD,382,fixed,D
Agency,CAD,1555,floating,C
Agency,USD,1608,fixed,D
Agency,USD,650,fixed,D
Agency,USD,377,fixed,D
Agency,USD,303,fixed,B
Agency,USD,1727,fixed,D
Agency,USD,1987,fixed,D
Agency,USD,342,fixed,B
Agency,USD,345,floating,A
Agency,USD,384,fixed,D
Agency,USD,352,fixed,B
Agency,CAD,361,floating,C
Agency,CAD,337,fixed,C
Agency,CAD,152,fixed,C
Agency,CAD,1627,fixed,C
Agency,USD,379,fixed,D
Agency,USD,457,fixed,D
Agency,USD,371,fixed,D
Agency,USD,1135,fixed,D
Agency,USD,711,floating,A
Agency,CAD,346,fixed,C
Agency,USD,1270,fixed,D
Agency,USD,635,fixed,D
Agency,USD,343,fixed,B
Agency,USD,353,fixed,B
Agency,USD,556,fixed,D
Agency,USD,333,fixed,B
Agency,USD,742,fixed,D
Agency,USD,327,fixed,B
Agency,CAD,989,fixed,C
Agency,USD,351,fixed,B
Agency,USD,416,fixed,D
Agency,USD,823,fixed,D
Agency,USD,1802,fixed,D
Agency,USD,1263,fixed,D
Agency,CAD,10,fixed,C
Agency,USD,306,floating,A
Agency,USD,1126,fixed,D
Agency,USD,382,fixed,D
Agency,CAD,1106,fixed,C
Agency,USD,94,fixed,B
Agency,USD,600,fixed,D
Agency,CAD,405,fixed,C
Agency,USD,1211,floating,A
Agency,USD,1841,fixed,D
Agency,USD,1077,floating,A
Agency,USD,707,fixed,D
Agency,CAD,109,fixed,C
Agency,USD,1586,fixed,D
Agency,USD,355,fixed,B
Agency,USD,1243,fixed,D
Agency,USD,419,fixed,D
Agency,CAD,1514,fixed,C
Agency,USD,1110,fixed,D
Agency,USD,421,fixed,D
Agency,USD,319,fixed,B
Agency,USD,355,fixed,B
Agency,USD,343,floating,A
Agency,USD,416,fixed,D
Agency,USD,815,fixed,D
Agency,USD,419,fixed,D
Agency,USD,367,fixed,D
Agency,USD,353,fixed,B
Agency,USD,318,fixed,B
Agency,USD,456,fixed,D
Agency,CAD,810,fixed,C
Agency,USD,371,fixed,D
Agency,USD,35,floating,A
Agency,USD,301,floating,A
Agency,USD,1290,fixed,D
Agency,USD,627,fixed,D
Agency,USD,1236,fixed,D
Agency,USD,300,fixed,B
Agency,USD,897,fixed,D
Agency,CAD,1721,fixed,C
Agency,USD,333,fixed,B
Agency,USD,155,fixed,B
Agency,CAD,288,fixed,C
Agency,CAD,409,floating,C
Agency,USD,891,floating,A
Agency,USD,321,fixed,B
Agency,USD,596,fixed,D
Agency,USD,384,fixed,D
Agency,USD,305,fixed,B
